2228-6837	Journal of Engineering Geology	Armenian Green Publishing Co.
2423-7876,2228-6918	Modern Care Journal	Kowsar Medical Institute
2229-3019	Journal of Indian Academy of Dental Specialist Researchers	Medknow Publications
2455-9997,2229-3531	Journal of Computer & Information Technology	Ansari Education and Research Society
2278-0572,2229-3655	Journal of Health Sciences & Research	Jaypee Brothers Medical Publishing
2229-3809,2455-0558	International Journal of Biomedical and Advance Research	Scholar Science Journals
2229-3833,2229-3817	International Journal of Infertility & Fetal Medicine	Jaypee Brothers Medical Publishing
2229-3930,2229-5240	International Journal of Peer to Peer Networks	Academy and Industry Research Collaboration Center
2229-399X,2229-3981	Journal of Machine Learning Technologies	Bioinfo Publications
2249-3182,2229-4023	Gyankosh- The Journal of Library and Information Management	Diva Enterprises Private Limited
2229-4414	Afro Asian Journal of Anthropology and Social Policy	Diva Enterprises Private Limited
2229-4686,2231-4172	Researchers World – Journal of Arts Science & Commerce	ERM Publications
2229-5127,2229-5038	Indian Journal of Dental Advancements	National Academy of Dentistry
2229-5194	Journal of Interdisciplinary Dentistry	Medknow Publications
2229-5674,2249-0310	Indian Journal of Commerce & Management Studies	ERM Publications
2229-5682	International Journal of Financial Management	Publishing India Group
2249-5576,2229-5984	International Journal of Information Dissemination and Technology	Diva Enterprises Private Limited
2229-6166	International Journal of Computing and Business Research	Magma Research and Consultancy Pvt. Ltd
2249-3190,2229-6255	The Journal of Nursing Trendz	Diva Enterprises Private Limited
2229-6360	Indian Journal of Multidisciplinary Dentistry	Medknow Publications
2229-6670,2229-6662	Journal of Data Mining and Knowledge Discovery	Bioinfo Publications
2229-6697,2229-6689	Journal of Biometrics	Bioinfo Publications
2229-6719,2229-6700	International Journal of Computational Biology	Bioinfo Publications
2229-6735,2229-7103	International Journal on Soft Computing	Academy and Industry Research Collaboration Center
2229-7065,2229-7057	Journal of Intelligence Systems	Bioinfo Publications
2229-7111	SAMRIDDHI A Journal of Physical Sciences Engineering and Technology	SMS Institute of Technology
2229-7146	CRITIC	"Science and Education, Ltd."
2231-6434,2229-7278	INTERNATIONAL RESEARCH JOURNAL OF AGRICULTURAL ECONOMICS AND STATISTICS	Hind Agri Horticultural Society
2230-7532,2229-7928	Analytical Chemistry Letters	Informa UK (Taylor & Francis)
2229-8711	Global Journal of Technology and Optimization	OMICS Publishing Group
2229-872X	SEARCH The Journal of the South East Asia Research Centre for Communication and Humanities	Springer - Global Science Journals
2229-9327	Arab World English Journal	AWEJ Group
2230-2115	The Journal of Creative Technologies	Auckland University of Technology (AUT) Library
2230-2476	Research and Reports in Forensic Medical Science	Dove Medical Press
2230-2484	Research and Reports in Biodiversity Studies	Dove Medical Press
2230-3162	Reports in Parasitology	Dove Medical Press
2230-3170	Antibody Technology Journal	Dove Medical Press
2230-4096	Reports in Electrochemistry	Dove Medical Press
2230-410X	Reports in Theoretical Chemistry	Dove Medical Press
2230-5246	Reports in Organic Chemistry	Dove Medical Press
2230-6153	Nanobiosensors in Disease Diagnosis	Dove Medical Press
2230-6587,2230-6579	Multimodal Communication	Walter de Gruyter GmbH
2230-6862,2230-6862	MAI Journal A New Zealand Journal of Indigenous Scholarship	Nga Pae o te Maramatanga
2230-7095,2230-7095	International Journal of Students Research	Medknow Publications
2230-7206,2230-7192	Journal of High Performance Computing	Bioinfo Publications
2231-3702,2230-7508	International Journal of Phonosurgery & Laryngology	Jaypee Brothers Medical Publishing
2230-7702,2230-7702	International Journal on Web Service Computing	Academy and Industry Research Collaboration Center
2230-7850,2230-7850	Indian Streams Research Journal	Laxmi Book Publication
2230-8067	KRSCMS Management Journal	K.R. Sapkal College of Management Studies
2230-8229	Journal of Family and Community Medicine	Medknow Publications
2230-8407	International Research Journal of Pharmacy	Moksha Publishing House
2230-844X	PRIMA Practices and Research in Marketing	Publishing India Group
2230-9012	International Journal of Hepatobiliary and Pancreatic Diseases	"EDORIUM Journals, Pvt., Ltd."
2230-9020	International Journal of Blood Transfusion and Immunohematology	"EDORIUM Journals, Pvt., Ltd."
2230-9152	Computing Trendz - The Journal of Emerging Trends in Information Technology	"School of Management Sciences, Varanas"
2230-9322,2230-9314	World Research Journal of Applied Medicinal Chemistry	Bioinfo Publications
2230-9349,2230-9330	Journal of Pattern Intelligence	Bioinfo Publications
2230-9608,2231-007X	International Journal of Data Mining & Knowledge Management Process	Academy and Industry Research Collaboration Center
2230-9616,2231-0088	International Journal of Computer Science Engineering and Applications	Academy and Industry Research Collaboration Center
2230-9748	Journal of Laryngology and Voice	Medknow Publications
2230-9764,2230-9764	Management Today	Gokaraju Rangaraju Educational Society
2321-5860,2231-0207	Samajbodh	Diva Enterprises Private Limited
2231-0606,2231-0606	American Journal of Experimental Agriculture	Sciencedomain International
2231-0657,2231-0649	Siddhant- A Journal of Decision Making	Diva Enterprises Private Limited
2231-069X,2231-0681	Training & Development Journal	Diva Enterprises Private Limited
2231-072X	ASL- Musculoskeletal Diseases	Medknow Publications
2231-0738	International journal of Nutrition Pharmacology Neurological Diseases	Medknow Publications
2231-0851	British Journal of Mathematics & Computer Science	Sciencedomain International
2349-2996,2231-1149	Asian Journal of Nursing Education and Research	Diva Enterprises Private Limited
2348-7534,2231-1386	Shikshan Anveshika	Diva Enterprises Private Limited
2278-795X,2231-1394	International Journal of Physical Education Sports Management and Yogic Sciences	Diva Enterprises Private Limited
2231-153X,2231-1939	International Journal of Information Technology Convergence and Services	Academy and Industry Research Collaboration Center
2231-1548,2231-1920	International Journal of Advanced Information Technology	Academy and Industry Research Collaboration Center
2231-1750,2231-1742	Journal of Functional And Environmental Botany	Diva Enterprises Private Limited
2231-1815	Physical Review & Research International	Sciencedomain International
2231-1874,2231-1866	Journal of Biologically Active Products from Nature	Informa UK (Taylor & Francis)
2231-2536,2231-2536	Free Radicals and Antioxidants	EManuscript Services
2231-2544	Unani Research	EManuscript Services
2231-2560	Asian journal of biochemical and pharmaceutical research	SAE Publications
2231-2803,2349-0829	International Journal of Computer Trends and Technology	Seventh Sense Research Group Journals
2231-3117,2231-3605	International Journal of Computer Science Engineering and Information Technology	Academy and Industry Research Collaboration Center
2231-3206,2320-4672	National Journal of Physiology Pharmacy and Pharmacology	ScopeMed International Medical Journal Managment and Indexing System
2231-3281,2231-3591	International Journal of Computer Graphics & Animation	Academy and Industry Research Collaboration Center
2231-329X,2231-3583	Computer Science & Engineering An International Journal	Academy and Industry Research Collaboration Center
2231-3354	Journal of Applied Pharmaceutical Science	Journal of Applied Pharmacuetical Science
2454-7611,2231-3419	Invertis Journal of Renewable Energy	Diva Enterprises Private Limited
2319-8044,2231-346X	Journal of Ultra Scientist of Physical Sciences Section A	Ansari Education and Research Society
2319-8052,2231-3478	Journal of Ultra Scientist of Physical Sciences Section B	Ansari Education and Research Society
2231-3508,2231-3494	Journal of Computational Simulation and Modeling	Bioinfo Publications
2231-3540,2231-3532	International Journal of Humanity and Social Sciences	Bioinfo Publications
2231-3567,2231-3559	International Journal of Wireless Communication	Bioinfo Publications
2231-3915,2231-3907	International Journal of Technology	Diva Enterprises Private Limited
2249-5223,2231-4105	TechnoLearn An International Journal of Educational Technology	Diva Enterprises Private Limited
2231-4482,2231-5225	International Journal of Advanced Smart Sensor Network Systems	Academy and Industry Research Collaboration Center
2231-4490	International Journal of Plant Animal and Environmental Sciences	Marwah Infotech
2231-4555,2231-4547	Journal of Exclusion Studies	Diva Enterprises Private Limited
2231-4784	British Journal of Environment and Climate Change	Sciencedomain International
2231-5128,2231-5047	Euroasian Journal of Hepato-Gastroenterology	Jaypee Brothers Medical Publishing
2231-5136,2231-5055	The Duke Orthopaedic Journal	Jaypee Brothers Medical Publishing
2231-5063,2231-5063	Golden Research Thoughts	Laxmi Book Publication
2231-5373	International Journal of Mathematics Trends and Technology	Seventh Sense Research Group Journals
2231-5381	International Journal of Engineering Trends and Technology	Seventh Sense Research Group Journals
2231-539X	Research in Pharmacy	Update Publishing
2231-5454,2231-5454	International journal of Nursing Didactics	Innovative Journal
2231-5659,2231-5640	Asian Journal of Research in Pharmaceutical Science	Diva Enterprises Private Limited
2231-5675,2231-5667	Asian Journal of Pharmaceutical Analysis	Diva Enterprises Private Limited
2231-5691,2231-5683	Asian Journal of Pharmaceutical Research	Diva Enterprises Private Limited
2231-5713,2231-5705	Asian Journal of Pharmacy and Technology	Diva Enterprises Private Limited
2231-5853,2231-6663	International Journal on Cloud Computing Services and Architecture	Academy and Industry Research Collaboration Center
2231-6027	International Journal of Oral Health Sciences	Medknow Publications
2231-637X,2231-6361	International Journal of Prosthodontics and Restorative Dentistry	Jaypee Brothers Medical Publishing
2231-6590	International Journal of Computer Engineering & Sciences	International Association of Engineering and Technology
2231-6604	International Journal of Engineering Sciences and Emerging Technologies	International Association of Engineering and Technology
2231-6612	International Journal of Recent Trends in Electrical & Electronics Engineering	International Association of Engineering and Technology
2231-6728,2231-671X	Journal of Research in Medical Education & Ethics	Diva Enterprises Private Limited
2231-6809	Journal of Case Reports	Journal of Case Reports
2319-4308,2231-6914	Voice of Intellectual Man- An International Journal	Diva Enterprises Private Limited
2231-7325	ISRA International Arabic Journal of Islamic Journal	"Al Manhal FZ, LLC"
2231-7481	Journal of Surgical Academia	Penerbit Universiti Kebangsaan Malaysia (UKM Press)
2231-8186	International Journal of Fundamental Physical Sciences	Fundamental Journals
2289-8212,2231-8593	Malaysian Journal of Languages and Linguistics (MJLL)	SciTech Solutions
2231-8879	Journal of Computer Science & Computational Mathematics	Science and Knowledge Research Society
2231-9484	International Journal of Fundamental Psychology and Social Sciences	Fundamental Journals
2232-0172	Taylor s Business Review (TBR)	Springer - Global Science Journals
2232-0431	العبقري مجلة الثقافة الإسلامية و الإنسانية	"Al Manhal FZ, LLC"
2232-1047	مجلة إدارة و بحوث الفتاوى	"Al Manhal FZ, LLC"
2232-1969,2232-1950	Al-Bayan Journal of Qur an and Hadith Studies	Brill Academic Publishers
2232-7282	Psymedica	National and University Library of the Republic of Srpska
2232-867X	Социолошки дискурс	National and University Library of the Republic of Srpska
2232-9633,2232-8823	EMC Review - Časopis za ekonomiju - APEIRON	National and University Library of the Republic of Srpska
2233-0194,2232-9625	JITA - Journal of Information Technology and Applications (Banja Luka) - APEIRON	National and University Library of the Republic of Srpska
