@id,subjects
1557-7821_0160-3477,[u'Economics and Econometrics']
1557-783X_1075-8216,[u'Sociology and Political Science']
1557-7848_1061-1428,[]
1557-7929_1557-7910,"[u'Biotechnology', u'Biomedical Engineering', u'Biomaterials']"
1557-8062_1533-1296,[u'Law']
1557-8070_1531-1074,"[u'Agricultural and Biological Sciences (miscellaneous)', u'Space and Planetary Science']"
1557-8100_1536-2310,"[u'Biochemistry', u'Biotechnology', u'Genetics', u'Molecular Biology', u'Molecular Medicine']"
1557-8127_1540-658X,"[u'Molecular Medicine', u'Drug Discovery']"
1557-850X_1538-7135,"[u'Management, Monitoring, Policy and Law', u'General Medicine', u'Public Health, Environmental and Occupational Health', u'Health(social science)']"
1557-8518_1540-4196,"[u'Endocrinology, Diabetes and Metabolism', u'Internal Medicine']"
1557-8534_1547-3287,"[u'Cell Biology', u'Developmental Biology', u'Hematology']"
1557-8542_1545-8547,"[u'Animal Science and Zoology', u'Developmental Biology']"
1557-8550_1549-5418,"[u'Biomedical Engineering', u'Radiology Nuclear Medicine and imaging', u'Biomedical Engineering', u'Surgery']"
1557-8577_1549-1684,"[u'Ageing', u'Geriatrics and Gerontology']"
1557-8585_1539-6851,[u'Cardiology and Cardiovascular Medicine']
1557-8593_1520-9156,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism', u'Medical Laboratory Technology']"
1557-8666_1066-5277,"[u'Genetics', u'Molecular Biology', u'Computational Theory and Mathematics', u'Computational Mathematics', u'Modelling and Simulation', u'Genetics', u'Molecular Biology', u'Computational Theory and Mathematics', u'Computational Mathematics', u'Modelling and Simulation']"
1557-8674_1096-2964,"[u'Infectious Diseases', u'Microbiology (medical)', u'Surgery']"
1557-8682_1527-0297,"[u'Physiology', u'General Medicine', u'Public Health, Environmental and Occupational Health']"
1557-8704_0730-031X,"[u'Biotechnology', u'Management, Monitoring, Policy and Law']"
1557-8976_0882-8245,"[u'Molecular Medicine', u'Immunology', u'Virology']"
1557-8992_1044-5463,"[u'Pediatrics, Perinatology, and Child Health', u'Pharmacology (medical)', u'Psychiatry and Mental health']"
1557-900X_0892-7790,[u'Urology']
1557-9018_1092-8758,"[u'Environmental Chemistry', u'Pollution', u'Waste Management and Disposal']"
1557-9034_1092-6429,[u'Surgery']
1557-9042_0897-7151,[u'Clinical Neurology']
1557-9077_1050-7256,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism']"
1557-9085_1076-2809,[u'Complementary and alternative medicine']
1557-9263_0273-8570,"[u'Ecology, Evolution, Behavior and Systematics']"
1557-9271_1530-9576,"[u'Strategy and Management', u'Public Administration']"
1557-928X_0742-1222,"[u'Management Information Systems', u'Computer Science Applications', u'Information Systems and Management', u'Management Science and Operations Research']"
1557-9298_0012-8775,[u'Economics and Econometrics']
1557-9301_1086-4415,"[u'Business and International Management', u'Economics and Econometrics']"
1557-931X_1061-1991,[u'General Medicine']
1557-9328_0020-7411,"[u'Health Policy', u'Psychiatry and Mental health', u'Public Health, Environmental and Occupational Health']"
1557-9336_0020-7659,[]
1557-9611_0018-9316,"[u'Electrical and Electronic Engineering', u'Media Technology']"
1557-9638_0018-9359,"[u'Electrical and Electronic Engineering', u'Education']"
1557-9646_0018-9383,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials']"
1557-9654_0018-9448,"[u'Computer Science Applications', u'Information Systems', u'Library and Information Sciences']"
1557-9662_0018-9456,"[u'Electrical and Electronic Engineering', u'Instrumentation']"
1557-9670_0018-9480,"[u'Electrical and Electronic Engineering', u'Condensed Matter Physics', u'Radiation']"
1557-9700_1075-2730,[u'Psychiatry and Mental health']
1557-9891_1557-9883,"[u'Public Health, Environmental and Occupational Health', u'Health(social science)']"
1557-9948_0278-0046,"[u'Control and Systems Engineering', u'Electrical and Electronic Engineering']"
1557-9999_1063-8210,"[u'Hardware and Architecture', u'Software', u'Electrical and Electronic Engineering']"
1558-0016_1524-9050,"[u'Computer Science Applications', u'Automotive Engineering', u'Mechanical Engineering']"
1558-0040_0018-9391,"[u'Strategy and Management', u'Electrical and Electronic Engineering']"
1558-0059_0885-8969,"[u'Energy Engineering and Power Technology', u'Electrical and Electronic Engineering']"
1558-0210_1534-4320,"[u'Computer Science Applications', u'Biomedical Engineering', u'General Neuroscience']"
1558-0407_0009-4633,[u'History']
1558-0415_1061-0405,[]
1558-0423_1060-9393,"[u'Education', u'Sociology and Political Science']"
1558-0431_1061-1967,[u'Philosophy']
1558-0563_0741-3106,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials']"
1558-0571_1545-598X,"[u'Geotechnical Engineering and Engineering Geology', u'Electrical and Electronic Engineering']"
1558-0644_0196-2892,"[u'General Earth and Planetary Sciences', u'Electrical and Electronic Engineering']"
1558-0679_0885-8950,"[u'Energy Engineering and Power Technology', u'Electrical and Electronic Engineering']"
1558-0806_1549-8328,[u'Electrical and Electronic Engineering']
1558-0865_1063-6536,"[u'Control and Systems Engineering', u'Electrical and Electronic Engineering']"
1558-0881_1061-1983,[]
1558-0903_1061-0014,[]
1558-0911_0020-8825,"[u'Business and International Management', u'Strategy and Management']"
1558-092X_1061-1959,"[u'History', u'Archaeology', u'Anthropology']"
1558-0938_1540-496X,"[u'General Economics, Econometrics and Finance', u'Finance']"
1558-0954_1097-1475,"[u'General Economics, Econometrics and Finance']"
1558-0962_1061-1940,"[u'Law', u'Sociology and Political Science']"
1558-0970_0891-1916,[]
1558-0989_1099-9922,[]
1558-0997_1097-1467,[u'Philosophy']
1558-108X_0146-4116,"[u'Signal Processing', u'Software', u'Control and Systems Engineering']"
1558-1454_1547-6715,[]
1558-1462_0094-033X,"[u'General Arts and Humanities', u'Cultural Studies']"
1558-1470_0031-8108,[u'Philosophy']
1558-1489_0577-5132,[]
1558-1500_0361-1434,"[u'Industrial relations', u'Electrical and Electronic Engineering']"
1558-1551_0888-6008,"[u'Cancer Research', u'General Medicine', u'Oncology']"
1558-1578_0018-9499,"[u'Nuclear Energy and Engineering', u'Electrical and Electronic Engineering', u'Nuclear and High Energy Physics']"
1558-1586_0161-1194,"[u'Computer Science Applications', u'Applied Mathematics']"
1558-1691_0364-9059,"[u'Electrical and Electronic Engineering', u'Mechanical Engineering', u'Ocean Engineering']"
1558-1713_0018-9197,"[u'Electrical and Electronic Engineering', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1558-1721_0018-9529,"[u'Electrical and Electronic Engineering', u'Safety, Risk, Reliability and Quality']"
1558-173X_0018-9200,[u'Electrical and Electronic Engineering']
1558-1748_1530-437X,"[u'Electrical and Electronic Engineering', u'Instrumentation']"
1558-1764_1531-1309,"[u'Electrical and Electronic Engineering', u'Condensed Matter Physics']"
1558-187X_0018-9375,"[u'Electrical and Electronic Engineering', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1558-2027,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine']"
1558-2167_1558-2159,[u'Education']
1558-2205_1051-8215,"[u'Electrical and Electronic Engineering', u'Media Technology']"
1558-2213_0733-8724,"[u'Atomic and Molecular Physics, and Optics']"
1558-2221_0018-926X,[u'Electrical and Electronic Engineering']
1558-2256_0018-9219,[u'Electrical and Electronic Engineering']
1558-2337,[]
1558-2345_0894-6507,"[u'Electrical and Electronic Engineering', u'Industrial and Manufacturing Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
1558-2361_1070-9908,"[u'Signal Processing', u'Electrical and Electronic Engineering', u'Applied Mathematics']"
1558-2485_1558-2477,[]
1558-2515_1051-8223,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
1558-2523_0018-9286,"[u'Computer Science Applications', u'Control and Systems Engineering', u'Electrical and Electronic Engineering']"
1558-2531_0018-9294,[u'Biomedical Engineering']
1558-254X_0278-0062,"[u'Computer Science Applications', u'Software', u'Electrical and Electronic Engineering', u'Radiological and Ultrasound Technology']"
1558-2566_1063-6692,"[u'Computer Networks and Communications', u'Computer Science Applications', u'Software', u'Electrical and Electronic Engineering']"
1558-2574_1530-4388,"[u'Electrical and Electronic Engineering', u'Safety, Risk, Reliability and Quality', u'Electronic, Optical and Magnetic Materials']"
1558-2639_1536-1241,"[u'Biotechnology', u'Bioengineering', u'Computer Science Applications', u'Biomedical Engineering', u'Electrical and Electronic Engineering', u'Medicine (miscellaneous)', u'Pharmaceutical Science', u'Biotechnology', u'Bioengineering', u'Computer Science Applications', u'Biomedical Engineering', u'Electrical and Electronic Engineering', u'Medicine (miscellaneous)', u'Pharmaceutical Science']"
1558-2744_0361-5413,[]
1558-3066_1558-3058,"[u'Conservation', u'Visual Arts and Performing Arts', u'Architecture']"
1558-3449,[]
1558-3708_1081-1826,"[u'Economics and Econometrics', u'Analysis', u'Social Sciences (miscellaneous)']"
1558-3716_1558-3724,"[u'General Chemistry', u'Renewable Energy, Sustainability and the Environment', u'Biomedical Engineering', u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Materials Chemistry', u'Polymers and Plastics']"
1558-3783_1545-5955,"[u'Control and Systems Engineering', u'Electrical and Electronic Engineering']"
1558-3791_1549-7747,[u'Electrical and Electronic Engineering']
1558-447X,[u'Critical Care']
1558-4542_1077-260X,"[u'Electrical and Electronic Engineering', u'Atomic and Molecular Physics, and Optics']"
1558-5255_0067-2378,[u'History']
1558-5263_0920-1297,[u'Anthropology']
1558-5271_1537-6370,"[u'History', u'Sociology and Political Science', u'Anthropology', u'Cultural Studies']"
1558-5441_1045-0300,"[u'History', u'Sociology and Political Science', u'Cultural Studies']"
1558-5468_1558-6073,[u'General Social Sciences']
1558-5476_1357-1559,[]
1558-5646_0014-3820,"[u'General Agricultural and Biological Sciences', u'Ecology, Evolution, Behavior and Systematics', u'Genetics']"
1558-5727_0155-977X,"[u'General Arts and Humanities', u'Sociology and Political Science', u'Anthropology', u'Cultural Studies']"
1558-5816_0040-5817,[]
1558-6766,[]
1558-6804_1550-8943,"[u'Cancer Research', u'Cell Biology', u'General Medicine', u'Cancer Research', u'Cell Biology']"
1558-688X_0031-5125,"[u'Sensory Systems', u'Experimental and Cognitive Psychology']"
1558-6901_1558-6898,"[u'Statistics, Probability and Uncertainty', u'Social Sciences (miscellaneous)', u'Education']"
1558-691X_0033-2941,[u'General Psychology']
1558-7118_1557-2625,"[u'Family Practice', u'Public Health, Environmental and Occupational Health']"
1558-7223,[]
1558-7460_1558-7452,[u'Microbiology']
1558-7878,[u'General Veterinary']
1558-7894,"[u'Business and International Management', u'Strategy and Management', u'General Economics, Econometrics and Finance']"
1558-7940_1554-1908,"[u'Accounting', u'Computer Science Applications']"
1558-7959_0888-7985,"[u'Accounting', u'Management Information Systems', u'Management of Technology and Innovation', u'Human-Computer Interaction', u'Information Systems', u'Software', u'Information Systems and Management', u'Accounting', u'Management Information Systems', u'Management of Technology and Innovation', u'Human-Computer Interaction', u'Information Systems', u'Software', u'Information Systems and Management']"
1558-7967_0001-4826,"[u'Accounting', u'Economics and Econometrics', u'Finance']"
1558-7975_0888-7993,[u'Accounting']
1558-7983_0739-3172,"[u'Accounting', u'Education']"
1558-7991_0278-0380,"[u'Accounting', u'Economics and Econometrics', u'Finance']"
1558-8009_1050-4753,"[u'Accounting', u'Organizational Behavior and Human Resource Management']"
1558-8017_0198-9073,"[u'Accounting', u'Finance']"
1558-8025_1542-6297,"[u'Accounting', u'Business and International Management']"
1558-8033_1049-2127,"[u'Accounting', u'Business and International Management']"
1558-822X_1558-8211,"[u'Cancer Research', u'Hematology', u'Oncology']"
1558-8238_0021-9738,[u'General Medicine']
1558-8432_1558-8424,[u'Atmospheric Science']
1558-8602_1558-8599,[u'General Mathematics']
1558-867X_1558-8661,[]
1558-8750_1558-8742,"[u'Sociology and Political Science', u'Public Administration']"
1558-8831_1558-8831,[]
1558-884X,[]
1558-9102_1092-4388,"[u'Language and Linguistics', u'Linguistics and Language', u'Speech and Hearing']"
1558-9110_1058-0360,"[u'Otorhinolaryngology', u'Developmental and Educational Psychology', u'Linguistics and Language', u'Speech and Hearing']"
1558-9129_0161-1461,"[u'Language and Linguistics', u'Linguistics and Language', u'Speech and Hearing']"
1558-9137_1059-0889,[u'Speech and Hearing']
1558-9188_0191-6122,[u'Palaeontology']
1558-9234,[u'Classics']
1558-9293_1097-3958,"[u'General Chemical Engineering', u'Physical and Theoretical Chemistry', u'Surfaces, Coatings and Films']"
1558-9307_0024-4201,"[u'Biochemistry', u'Cell Biology', u'Organic Chemistry']"
1558-9323_1551-319X,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
1558-9331_0003-021X,"[u'General Chemical Engineering', u'Organic Chemistry']"
1558-9439_1536-5050,"[u'Health Informatics', u'Library and Information Sciences']"
1558-9455_1558-9447,"[u'Orthopedics and Sports Medicine', u'Surgery']"
1558-9544_2194-6191,"[u'Economics, Econometrics and Finance (miscellaneous)', u'Health Policy']"
1558-9560,[]
1558-9579_1552-5864,[]
1558-9587_0009-1774,[u'Philosophy']
1558-9595,[]
1559-002X_1050-6926,[u'Geometry and Topology']
1559-0097_1046-3976,"[u'Endocrinology', u'General Medicine', u'Endocrinology, Diabetes and Metabolism', u'Pathology and Forensic Medicine']"
1559-0100_0969-711X,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism']"
1559-0119_1534-8644,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism', u'Orthopedics and Sports Medicine']"
1559-0267_1080-0549,"[u'General Medicine', u'Immunology and Allergy']"
1559-0275,"[u'Clinical Biochemistry', u'Molecular Biology', u'Molecular Medicine']"
1559-0283_1085-9195,"[u'Biochemistry', u'Biophysics', u'Cell Biology', u'General Medicine']"
1559-0291_0273-2289,"[u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Bioengineering', u'Applied Microbiology and Biotechnology', u'General Medicine', u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Bioengineering', u'Applied Microbiology and Biotechnology', u'General Medicine', u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Bioengineering', u'Applied Microbiology and Biotechnology', u'General Medicine', u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Bioengineering', u'Applied Microbiology and Biotechnology', u'General Medicine']"
1559-0305_1073-6085,"[u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Bioengineering', u'Applied Microbiology and Biotechnology']"
1559-0410_2194-6388,"[u'Decision Sciences (miscellaneous)', u'Social Sciences (miscellaneous)']"
1559-047X,"[u'Emergency Medicine', u'Rehabilitation', u'Surgery']"
1559-064X_1559-0631,"[u'Pollution', u'Epidemiology', u'Public Health, Environmental and Occupational Health', u'Toxicology']"
1559-0682,[]
1559-0720_0163-4984,"[u'Biochemistry', u'Clinical Biochemistry', u'Inorganic Chemistry', u'General Medicine', u'Biochemistry, medical', u'Endocrinology, Diabetes and Metabolism', u'Biochemistry', u'Clinical Biochemistry', u'Inorganic Chemistry', u'General Medicine', u'Biochemistry, medical', u'Endocrinology, Diabetes and Metabolism', u'Biochemistry', u'Clinical Biochemistry', u'Inorganic Chemistry', u'General Medicine', u'Biochemistry, medical', u'Endocrinology, Diabetes and Metabolism']"
